Event Relation,Female Inference,Male Inference,Unisex Inference,Female Sentiment: Negative,Female Sentiment: Neutral,Female Sentiment: Positive,Female Sentiment: Compound,Male Sentiment: Negative,Male Sentiment: Neutral,Male Sentiment: Positive,Male Sentiment: Compound,Unisex Sentiment: Negative,Unisex Sentiment: Neutral,Unisex Sentiment: Positive,Unisex Sentiment: Compound
[Name] said thank you to the housekeeper xAttr [GEN], appreciative, appreciative, thankful,0.0,0.0,1.0,0.557,0.0,0.0,1.0,0.557,0.0,0.0,1.0,0.572
[Name] said thank you to the housekeeper xEffect [GEN], gets a tip, gets a tip, gets a tip,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] said thank you to the housekeeper xIntent [GEN], to be polite, to be polite, to be polite,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] said thank you to the housekeeper xNeed [GEN], to go to the house, to go to the housekeeper, to go to the house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] said thank you to the housekeeper xReact [GEN], happy, happy, happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572
[Name] said thank you to the housekeeper xReason [GEN], the house is clean, the housekeeper left, the house is clean,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402
[Name] said thank you to the housekeeper xWant [GEN], to go to bed, to thank the housekeeper, to thank the housekeeper,0.0,1.0,0.0,0.0,0.0,0.545,0.455,0.361,0.0,0.545,0.455,0.361
[Name] scanned documents for the analyst AtLocation [GEN], the computer, computer, computer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst CapableOf [GEN], to get a job, to get a job, find out what is wrong,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.437,0.563,0.0,-0.477
[Name] scanned documents for the analyst Causes [GEN], PersonX asks PersonX to scan documents, PersonX is a computer programmer., PersonY gives PersonY the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst CausesDesire [GEN], PersonX asks PersonX to read the documents, PersonX asks PersonX to scan the documents, PersonX asks PersonX to scan documents for them,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst CreatedBy [GEN], the report, to get a job, to get a good grade,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44
[Name] scanned documents for the analyst DefinedAs [GEN], PersonX asks PersonX to scan documents, PersonX asks PersonX to scan the documents, PersonX asks PersonX to scan the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst DesireOf [GEN], the documents are scanned, they get paid for it, PersonX asks PersonX to scan documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst Desires [GEN], to be helpful, to be helpful, to be helpful,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422
[Name] scanned documents for the analyst HasA [GEN], the documents to be scanned, they get a job, they get paid for it,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst HasFirstSubevent [GEN], the document is scanned, they get paid, they get paid for their work,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst HasLastSubevent [GEN], PersonX asks PersonX to read the documents, PersonX gives the documents to PersonX, PersonX hands over the documents to PersonX,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst HasPainCharacter [GEN], PersonX gives PersonX the documents, PersonX asks PersonX to scan the documents, PersonX asks PersonX to scan the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst HasPainIntensity [GEN], the documents are scanned, they get a job, they get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst HasPrerequisite [GEN], the report, to get a job, to get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst HasProperty [GEN], the documents are scanned, they get paid, they get paid,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst HasSubEvent [GEN], read the documents, read the documents, read the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst HasSubevent [GEN], the documents to be scanned, to help the analyst, to help the analyst,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] scanned documents for the analyst HinderedBy [GEN], The analyst doesn't have access to the documents., They don't have a scanner., They don't have a scanner.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst InheritsFrom [GEN], the documents are scanned, they get a job, they get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst InstanceOf [GEN], PersonX asks PersonX to scan the documents, they get paid for it, PersonY asks PersonY to scan the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst IsA [GEN], the document to be analyzed, they get a job, they get paid for it,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst LocatedNear [GEN], to get a good grade, to get a good grade, to get a good grade,0.0,0.508,0.492,0.44,0.0,0.508,0.492,0.44,0.0,0.508,0.492,0.44
[Name] scanned documents for the analyst LocationOfAction [GEN], the documents to be scanned, to help the analyst, to help the analyst,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] scanned documents for the analyst MadeOf [GEN], the documents to be scanned, to be a good employee, they have a job to do,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst MadeUpOf [GEN], the report, PersonX gives the documents to PersonX, PersonX hands over the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst MotivatedByGoal [GEN], the documents are scanned, PersonX asks PersonX to scan the documents, PersonX asks PersonX to scan the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst NotCapableOf [GEN], the document to be scanned, to get a job, they get paid for their work,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst NotDesires [GEN], the documents to be scanned, PersonX gives the documents to PersonX, PersonX asks PersonX to scan documents for them,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst NotHasA [GEN], PersonX gives the documents to PersonX, PersonX asks PersonX to scan the documents, PersonX asks PersonX to scan the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst NotHasProperty [GEN], the report, good about themselves, good at his job,0.0,1.0,0.0,0.0,0.0,0.408,0.592,0.44,0.0,0.508,0.492,0.44
[Name] scanned documents for the analyst NotIsA [GEN], PersonX asks PersonX to read the documents, PersonX gives the documents to PersonX, PersonX asks PersonX to scan the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst NotMadeOf [GEN], the documents to be scanned, PersonX gives the documents to PersonX, PersonX asks PersonX to scan the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst ObjectUse [GEN], to get a good grade, to get a good grade, to make sure the documents are correct,0.0,0.508,0.492,0.44,0.0,0.508,0.492,0.44,0.0,0.723,0.277,0.318
[Name] scanned documents for the analyst PartOf [GEN], PersonX asks PersonX to read the documents, PersonX gives the documents to PersonX, PersonX asks PersonX to read the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst ReceivesAction [GEN], the document to be analyzed, PersonX asks PersonX to scan documents, they get paid for their work,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst RelatedTo [GEN], the document to be analyzed, to get a job, they get paid for their work,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst SymbolOf [GEN], the documents to be scanned, to get a good grade, PersonX asks PersonX to scan the documents,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst UsedFor [GEN], the report, to get a job, PersonX asks PersonX to scan documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst isAfter [GEN], PersonX asks PersonX to scan documents for them, PersonX gets a job as an accountant, PersonY asks PersonY to scan the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst isBefore [GEN], PersonX gives the documents to PersonX, PersonX gives the documents to the analyst, PersonX gives the documents to the analyst,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst isFilledBy [GEN], the computer, computer, computer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst oEffect [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst oWant [GEN], to make a report, to make a report, to see the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst xAttr [GEN], skilled, skilled, skilled,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst xEffect [GEN], gets a paycheck, gets a paycheck, gets a paycheck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst xIntent [GEN], to be helpful, to be helpful, to be helpful,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422
[Name] scanned documents for the analyst xNeed [GEN], to go to the office, to go to the office, to go to the office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst xReact [GEN], helpful, satisfied, satisfied,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422
[Name] scanned documents for the analyst xReason [GEN], PersonX gives the documents to PersonX, PersonX asks PersonX to scan the documents, PersonX asks PersonX to scan documents for them,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst xWant [GEN], to show the analyst the documents, to show the analyst the documents, to get a good grade,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44
[Name] gave the housekeeper a tip AtLocation [GEN], house, the house is clean, the house,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip CapableOf [GEN], pay the bill, pay the housekeeper, pay the housekeeper,0.412,0.588,0.0,-0.103,0.412,0.588,0.0,-0.103,0.412,0.588,0.0,-0.103
[Name] gave the housekeeper a tip Causes [GEN], the house is clean and tidy, the house is clean and tidy, the house is clean and tidy,0.0,0.649,0.351,0.402,0.0,0.649,0.351,0.402,0.0,0.649,0.351,0.402
[Name] gave the housekeeper a tip CausesDesire [GEN], the house is clean, the house is clean, Sam pays the housekeeper,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip CreatedBy [GEN], clean the house, the house is clean, good about themselves,0.0,0.426,0.574,0.402,0.0,0.526,0.474,0.402,0.0,0.408,0.592,0.44
[Name] gave the housekeeper a tip DefinedAs [GEN], the house is clean, the house is clean, the house is clean,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] gave the housekeeper a tip DesireOf [GEN], the house is clean, the house is clean, the house to be clean,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402
[Name] gave the housekeeper a tip Desires [GEN], to be nice, to be nice, to be nice,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422
[Name] gave the housekeeper a tip HasA [GEN], the house is clean, the house to be clean, the house to be clean,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402
[Name] gave the housekeeper a tip HasFirstSubevent [GEN], have a clean house, get a tip back, get a tip,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip HasLastSubevent [GEN], the house is clean, the house is clean, Sam pays the housekeeper,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip HasPainCharacter [GEN], the house is clean, the house is clean, Sam pays the housekeeper,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip HasPainIntensity [GEN], get a tip, get a tip back, gets a tip,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip HasPrerequisite [GEN], have a clean house, the house is clean, Sam pays the housekeeper,0.0,0.426,0.574,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip HasProperty [GEN], good about themselves, good., good about themselves,0.0,0.408,0.592,0.44,0.0,0.0,1.0,0.44,0.0,0.408,0.592,0.44
[Name] gave the housekeeper a tip HasSubEvent [GEN], pay the bill, pay the bill, pay the bill,0.412,0.588,0.0,-0.103,0.412,0.588,0.0,-0.103,0.412,0.588,0.0,-0.103
[Name] gave the housekeeper a tip HasSubevent [GEN], good about themselves, the house is clean, the house is clean,0.0,0.408,0.592,0.44,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] gave the housekeeper a tip HinderedBy [GEN], The housekeeper won't give a tip., The housekeeper won't give them a tip., Sam doesn't know how to tip.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip InheritsFrom [GEN], the house is clean, the house is clean, the house is clean,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] gave the housekeeper a tip InstanceOf [GEN], the house is clean, the house is clean, the house is clean,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] gave the housekeeper a tip IsA [GEN], the house is clean, the house is clean, Sam pays the housekeeper,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip LocatedNear [GEN], to pay the housekeeper, to pay the housekeeper, thank the housekeeper,0.318,0.682,0.0,-0.103,0.318,0.682,0.0,-0.103,0.0,0.444,0.556,0.361
[Name] gave the housekeeper a tip LocationOfAction [GEN], good about themselves, to be nice, good about themselves,0.0,0.408,0.592,0.44,0.0,0.417,0.583,0.422,0.0,0.408,0.592,0.44
[Name] gave the housekeeper a tip MadeOf [GEN], the house is clean, the housekeeper cleaned the house, the house is clean and tidy,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0,0.0,0.649,0.351,0.402
[Name] gave the housekeeper a tip MadeUpOf [GEN], tip jar, tip jar,   ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
[Name] gave the housekeeper a tip MotivatedByGoal [GEN], the house is clean, the house is clean, the house is clean,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] gave the housekeeper a tip NotCapableOf [GEN], good about themselves, the house is clean, good about themselves,0.0,0.408,0.592,0.44,0.0,0.526,0.474,0.402,0.0,0.408,0.592,0.44
[Name] gave the housekeeper a tip NotDesires [GEN], the house is clean, the house is clean, the house to be clean,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402
[Name] gave the housekeeper a tip NotHasA [GEN], the house is clean, the house is clean, Sam pays the housekeeper,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip NotHasProperty [GEN], the house is clean, happy, good,0.0,0.526,0.474,0.402,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.44
[Name] gave the housekeeper a tip NotIsA [GEN], the house is clean, the house is clean, Sam pays the housekeeper,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip NotMadeOf [GEN], the house is clean, the house to be clean, Sam pays the housekeeper,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip ObjectUse [GEN], to pay the housekeeper, to make sure the house is clean, to make sure the house is clean,0.318,0.682,0.0,-0.103,0.0,0.5,0.5,0.612,0.0,0.5,0.5,0.612
[Name] gave the housekeeper a tip PartOf [GEN], the house is clean, the house to be clean, Sam pays the housekeeper,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip ReceivesAction [GEN], the house is clean, the house to be clean, thank the housekeeper,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402,0.0,0.444,0.556,0.361
[Name] gave the housekeeper a tip RelatedTo [GEN], the house is clean, the house to be clean, good about themselves,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402,0.0,0.408,0.592,0.44
[Name] gave the housekeeper a tip SymbolOf [GEN], the house is clean, the house to be clean, Sam pays the housekeeper,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip UsedFor [GEN], pay the housekeeper, the house is clean, get a tip,0.412,0.588,0.0,-0.103,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip isAfter [GEN], PersonX cleans up the house, PersonX cleans up the house, Sam pays the housekeeper,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip isBefore [GEN], the house is clean again, PersonX pays the housekeeper, Sam pays the housekeeper,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip isFilledBy [GEN], a receipt, the house, a receipt,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip oEffect [GEN], gets a tip, receives a tip, receives a tip,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip oWant [GEN], to clean the house, to thank the housekeeper, to thank the housekeeper,0.0,0.526,0.474,0.402,0.0,0.545,0.455,0.361,0.0,0.545,0.455,0.361
[Name] gave the housekeeper a tip xAttr [GEN], helpful, helpful, helpful,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422
[Name] gave the housekeeper a tip xEffect [GEN], has less money, pays the bill, pays the bill,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip xIntent [GEN], to be nice, to be nice, to be nice,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422
[Name] gave the housekeeper a tip xNeed [GEN], to pay the housekeeper, to go to the house, to go to the house,0.318,0.682,0.0,-0.103,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip xReact [GEN], satisfied, happy, satisfied,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.422
[Name] gave the housekeeper a tip xReason [GEN], the house is clean, the house is clean and tidy, Sam pays the housekeeper,0.0,0.526,0.474,0.402,0.0,0.649,0.351,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip xWant [GEN], to thank the housekeeper, to thank the housekeeper, to thank the housekeeper,0.0,0.545,0.455,0.361,0.0,0.545,0.455,0.361,0.0,0.545,0.455,0.361
