Event Relation,Female Inference,Male Inference,Unisex Inference
[Name] sold some books to the librarian xNeed [GEN], to go to the library, to go to the library, to go to the library
[Name] sold some books to the librarian xReact [GEN], happy, good about themselves, happy
[Name] sold some books to the librarian xReason [GEN], PersonY buys the books from PersonY, PersonY gives the books to PersonY, the librarian takes the books
[Name] sold some books to the librarian xWant [GEN], to pay the librarian, to pay the librarian, to pay the librarian
[Name] yelled at the hairdresser AtLocation [GEN], hair salon, barber shop, hair salon
[Name] yelled at the hairdresser CapableOf [GEN], get yelled at, get a new hairstyle, get yelled at
[Name] yelled at the hairdresser Causes [GEN], The hairdresser is busy, the hairdresser is busy, the hairdresser is busy
[Name] yelled at the hairdresser CausesDesire [GEN], cussing, the hairdresser gets mad, the hairdresser leaves
[Name] yelled at the hairdresser CreatedBy [GEN],   , get a new haircut, they get yelled at
[Name] yelled at the hairdresser DefinedAs [GEN], they get a new hairstyle, the hairdresser leaves, the hairdresser cuts the hair
[Name] yelled at the hairdresser DesireOf [GEN], they get a haircut, they get their hair cut, the hairdresser gets mad
[Name] yelled at the hairdresser Desires [GEN], to get their hair done, to get their hair cut, to get their hair done
[Name] yelled at the hairdresser HasA [GEN], they get their hair cut, they get their hair cut, they get their hair cut
[Name] yelled at the hairdresser HasFirstSubevent [GEN], they get their hair cut, they get their hair cut, the hairdresser gets mad
[Name] yelled at the hairdresser HasLastSubevent [GEN], cusses, the hairdresser gets mad, the hairdresser gets mad
[Name] yelled at the hairdresser HasPainCharacter [GEN], cussed at,  the hairdresser gets mad, the hairdresser gets mad
[Name] yelled at the hairdresser HasPainIntensity [GEN], they get their hair cut, they get their hair cut, they get their hair cut
[Name] yelled at the hairdresser HasPrerequisite [GEN], get a new haircut, gets yelled at, get a new hairdo
[Name] yelled at the hairdresser HasProperty [GEN],   ,  angry, annoyed
[Name] yelled at the hairdresser HasSubEvent [GEN], gets yelled at, gets yelled at, get a new haircut
[Name] yelled at the hairdresser HasSubevent [GEN], they get their hair cut, they get a haircut, they get a haircut
[Name] yelled at the hairdresser HinderedBy [GEN], The hairdresser won't answer the phone., The hairdresser is too far away., The hairdresser is too far away.
[Name] yelled at the hairdresser InheritsFrom [GEN], they get a haircut,  angry,   
[Name] yelled at the hairdresser InstanceOf [GEN], cussing,  the hairdresser is busy, the hairdresser is busy
[Name] yelled at the hairdresser IsA [GEN], cussing,  the hairdresser is busy, the hairdresser gets mad
[Name] yelled at the hairdresser LocatedNear [GEN], get a new hairstyle, get a new haircut, they get their hair cut
[Name] yelled at the hairdresser LocationOfAction [GEN], the hairdresser, they get their hair cut, the hairdresser
[Name] yelled at the hairdresser MadeOf [GEN], the hairdresser is rude to her, the hairdresser is rude, the hairdresser cut the hair
[Name] yelled at the hairdresser MadeUpOf [GEN], hair,   ,  hair
[Name] yelled at the hairdresser MotivatedByGoal [GEN], cussed at, the hairdresser gets mad, the hairdresser gets mad
[Name] yelled at the hairdresser NotCapableOf [GEN], cussing, they get their hair cut, they get their hair cut
[Name] yelled at the hairdresser NotDesires [GEN], cussing, they get their hair cut, they get yelled at
[Name] yelled at the hairdresser NotHasA [GEN], cussing, the hairdresser tells him to calm down, the hairdresser gets mad
[Name] yelled at the hairdresser NotHasProperty [GEN],   , annoyed, annoyed
[Name] yelled at the hairdresser NotIsA [GEN], cussing out hairdresser, the hairdresser gets mad, the hairdresser gets mad
[Name] yelled at the hairdresser NotMadeOf [GEN], the hairdresser is busy, the hairdresser is busy, the hairdresser is busy
[Name] yelled at the hairdresser ObjectUse [GEN], get a new hairdo, get a new hairdo, get a new hairdo
[Name] yelled at the hairdresser PartOf [GEN], get a new hairstyle, they get a haircut, they get a new hairstyle
[Name] yelled at the hairdresser ReceivesAction [GEN], the hairdresser leaves, the hairdresser leaves, the hairdresser gets mad
[Name] yelled at the hairdresser RelatedTo [GEN], the hairdresser leaves, the hairdresser gets mad, the hairdresser gets mad
[Name] yelled at the hairdresser SymbolOf [GEN], cussing, the hairdresser gets mad, they get their hair cut
[Name] yelled at the hairdresser UsedFor [GEN], gets yelled at, get a new haircut, they get their hair cut
[Name] yelled at the hairdresser isAfter [GEN], PersonY called the hairdresser's name,  the hairdresser cuts  the hair, the hairdresser cuts the hair
[Name] yelled at the hairdresser isBefore [GEN], PersonY calls the hairdresser, the hairdresser apologizes to the client, PersonY tells the hairdresser to go away
[Name] yelled at the hairdresser isFilledBy [GEN], hairbrush, hairbrush, hairbrush
[Name] yelled at the hairdresser oEffect [GEN], gets yelled at back, gets yelled at back, gets yelled at back
[Name] yelled at the hairdresser oReact [GEN], annoyed, annoyed, annoyed
[Name] yelled at the hairdresser oWant [GEN], to fix the hair, to get away from him, to fix the hair
[Name] yelled at the hairdresser xAttr [GEN], angry, angry, angry
[Name] yelled at the hairdresser xEffect [GEN], gets yelled at, gets yelled at, gets yelled at
[Name] yelled at the hairdresser xIntent [GEN], to get their hair done, to get their hair cut, to get a haircut
[Name] yelled at the hairdresser xNeed [GEN], to go to the salon, to go to the salon, to go to the salon
[Name] yelled at the hairdresser xReact [GEN], angry, angry, angry
[Name] yelled at the hairdresser xReason [GEN], they get their hair cut, the hairdresser gets mad, the hairdresser gets mad
[Name] yelled at the hairdresser xWant [GEN], to leave the salon, to get their hair cut, to leave the salon
[Name] prepared a dish for the teacher AtLocation [GEN], kitchen, the classroom, the classroom
[Name] prepared a dish for the teacher CapableOf [GEN], eat the food, eat the food, eat the food
[Name] prepared a dish for the teacher Causes [GEN], the teacher eats the dish, PersonY eats the dish., the teacher is hungry
[Name] prepared a dish for the teacher CausesDesire [GEN], the teacher eats the dish, PersonY eats the dish., the teacher eats the dish
[Name] prepared a dish for the teacher CreatedBy [GEN], prepare the food, prepared the dish, to serve the teacher
[Name] prepared a dish for the teacher DefinedAs [GEN], the teacher eats the dish, PersonY eats the dish, PersonY eats the food
[Name] prepared a dish for the teacher DesireOf [GEN], the teacher eats the dish, they eat the food, the teacher eats the dish
[Name] prepared a dish for the teacher Desires [GEN], to impress the teacher, to impress the teacher, to impress the teacher
[Name] prepared a dish for the teacher HasA [GEN], the teacher eats the dish, PersonY eats the dish, the teacher to like it
[Name] prepared a dish for the teacher HasFirstSubevent [GEN], they eat the food, PersonY eats the dish, PersonY eats the dish
[Name] prepared a dish for the teacher HasLastSubevent [GEN], PersonY eats the dish, PersonY eats the dish., PersonX eats the dish.
[Name] prepared a dish for the teacher HasPainCharacter [GEN], the teacher eats the dish, PersonY eats the dish., PersonY eats the food
[Name] prepared a dish for the teacher HasPainIntensity [GEN], prepare the food, PersonY eats the dish, PersonY eats the dish
[Name] prepared a dish for the teacher HasPrerequisite [GEN], prepare the food, PersonY eats the dish, the teacher to like it
[Name] prepared a dish for the teacher HasProperty [GEN], the teacher is hungry, good about themselves, Sam is a chef
[Name] prepared a dish for the teacher HasSubEvent [GEN], eat the food, gets complimented, eat the food
[Name] prepared a dish for the teacher HasSubevent [GEN], the teacher to eat the dish, the teacher to eat the dish, the teacher to like it
[Name] prepared a dish for the teacher HinderedBy [GEN], The teacher is out of town., The teacher is out of town., Sam doesn't know how to cook.
[Name] prepared a dish for the teacher InheritsFrom [GEN], the teacher eats the dish, PersonY eats the dish., Sam is a chef
[Name] prepared a dish for the teacher InstanceOf [GEN], the teacher eats the dish, PersonY eats the dish., the teacher eats the dish
[Name] prepared a dish for the teacher IsA [GEN], the teacher eats the dish, PersonY eats the dish., Sam prepares the food
[Name] prepared a dish for the teacher LocatedNear [GEN], to serve the teacher, to serve the teacher, to make the teacher happy
