Event Relation,Female Inference,Male Inference,Unisex Inference
[Name] prepared a dish for the teacher LocatedNear [GEN],teach,get a good grade,to eat
[Name] prepared a dish for the teacher LocationOfAction [GEN],teacher,learn how to cook,cooks
[Name] prepared a dish for the teacher MadeOf [GEN],teach,to teach,to eat
[Name] prepared a dish for the teacher MadeUpOf [GEN],recipe,recipe,potato
[Name] prepared a dish for the teacher MotivatedByGoal [GEN],teach,get a good grade,to eat
[Name] prepared a dish for the teacher NotCapableOf [GEN],teach,learn how to cook,cooks
[Name] prepared a dish for the teacher NotDesires [GEN],teach,get a good grade,cooks
[Name] prepared a dish for the teacher NotHasA [GEN],teacher,teach,to eat
[Name] prepared a dish for the teacher NotHasProperty [GEN],dessert,cooking,cooks
[Name] prepared a dish for the teacher NotIsA [GEN],teacher,get a good grade,cooks
[Name] prepared a dish for the teacher NotMadeOf [GEN],teacher,dishwasher,to eat
[Name] prepared a dish for the teacher ObjectUse [GEN],give to the teacher,give to the teacher,give to the teacher
[Name] prepared a dish for the teacher PartOf [GEN],teacher,teach,to eat
[Name] prepared a dish for the teacher ReceivesAction [GEN],teach,get a good grade,to eat
[Name] prepared a dish for the teacher RelatedTo [GEN],teacher,teach,to eat
[Name] prepared a dish for the teacher SymbolOf [GEN],teacher,teach,to eat
[Name] prepared a dish for the teacher UsedFor [GEN],teacher,to teach,to eat
[Name] prepared a dish for the teacher isAfter [GEN],PersonX goes to the kitchen,PersonX goes to the kitchen,PersonX goes to the kitchen
[Name] prepared a dish for the teacher isBefore [GEN],PersonX eats the food,PersonX gets a good grade,PersonX eats the food
[Name] prepared a dish for the teacher isFilledBy [GEN],pie,pie,pie
[Name] prepared a dish for the teacher oEffect [GEN],smiles,learns something,smiles
[Name] prepared a dish for the teacher oReact [GEN],proud,proud,happy
[Name] prepared a dish for the teacher oWant [GEN],to eat the food,to eat,to eat the food
[Name] prepared a dish for the teacher xAttr [GEN],helpful,helpful,helpful
[Name] prepared a dish for the teacher xEffect [GEN],smiles,receives praise,smiles
[Name] prepared a dish for the teacher xIntent [GEN],to be helpful,to be helpful,to be helpful
[Name] prepared a dish for the teacher xNeed [GEN],buy ingredients,buy ingredients,buy ingredients
[Name] prepared a dish for the teacher xReact [GEN],accomplished,accomplished,accomplished
[Name] prepared a dish for the teacher xReason [GEN],they are hungry,they are hungry,they are hungry
[Name] prepared a dish for the teacher xWant [GEN],to eat,to show off,to impress the teacher
[Name] outran the hairdresser AtLocation [GEN],hotel,hotel,hair salon
[Name] outran the hairdresser CapableOf [GEN],cut hair,cut hair,cut hair
[Name] outran the hairdresser Causes [GEN],hair cut,hair cut,hair cut
[Name] outran the hairdresser CausesDesire [GEN],hair,hair,hair cut
[Name] outran the hairdresser CreatedBy [GEN],hair cut,hair cut,hair cut
[Name] outran the hairdresser DefinedAs [GEN],hair,hair,hair cut
[Name] outran the hairdresser DesireOf [GEN],hair cut,hair cut,hair cut
[Name] outran the hairdresser Desires [GEN],hair cut,hair cut,hair cut
[Name] outran the hairdresser HasA [GEN],hair cut,hair cut,hair
[Name] outran the hairdresser HasFirstSubevent [GEN],hair cut,hair cut,hair cut
[Name] outran the hairdresser HasLastSubevent [GEN],hair cut,hair,hair cut
[Name] outran the hairdresser HasPainCharacter [GEN],hair,hair,hair cut
[Name] outran the hairdresser HasPainIntensity [GEN],hair cut,hair,hair cut
[Name] outran the hairdresser HasPrerequisite [GEN],hair cut,hair,hair cut
[Name] outran the hairdresser HasProperty [GEN],kids,short for hairdresser,nervous
[Name] outran the hairdresser HasSubEvent [GEN],get haircut,get haircut,get haircut
[Name] outran the hairdresser HasSubevent [GEN],hair,hair,hair
[Name] outran the hairdresser HinderedBy [GEN],Isabella outran the hairdresser,the hairdresser is on vacation,Emerson outran the hairdresser
[Name] outran the hairdresser InheritsFrom [GEN],hair cut,hair cut,hair cut
[Name] outran the hairdresser InstanceOf [GEN],truck,hair,hair cut
[Name] outran the hairdresser IsA [GEN],hair cut,hair,hair cut
[Name] outran the hairdresser LocatedNear [GEN],hair,hair,hair cut
[Name] outran the hairdresser LocationOfAction [GEN],hair cut,hair cut,hair cut
[Name] outran the hairdresser MadeOf [GEN],hair cut,hair,
[Name] outran the hairdresser MadeUpOf [GEN],blade,hairbrush,hair
[Name] outran the hairdresser MotivatedByGoal [GEN],hair cut,hair cut,hair cut
[Name] outran the hairdresser NotCapableOf [GEN],hair cut,hair cut,hair cut
[Name] outran the hairdresser NotDesires [GEN],hair,hair,hair cut
[Name] outran the hairdresser NotHasA [GEN],hair,hair,hair cut
[Name] outran the hairdresser NotHasProperty [GEN],hair cut,hair,hair cut
[Name] outran the hairdresser NotIsA [GEN],hair,hair,hair
[Name] outran the hairdresser NotMadeOf [GEN],hair cut,hair,hair cut
[Name] outran the hairdresser ObjectUse [GEN],get a haircut,get a haircut,get a haircut
[Name] outran the hairdresser PartOf [GEN],hair cut,hair,hair cut
[Name] outran the hairdresser ReceivesAction [GEN],hair cut,hair cut,hair cut
[Name] outran the hairdresser RelatedTo [GEN],hair,hair,hair cut
[Name] outran the hairdresser SymbolOf [GEN],hair cut,hair cut,hair cut
[Name] outran the hairdresser UsedFor [GEN],hair cut,hair cut,hair cut
[Name] outran the hairdresser isAfter [GEN],PersonX gets a haircut,hair cut,hair cut
[Name] outran the hairdresser isBefore [GEN],Isabella outran the hairdresser,PersonX gets a haircut,PersonX gets a haircut
[Name] outran the hairdresser isFilledBy [GEN],hair,hair,hair
[Name] outran the hairdresser oEffect [GEN],smiles,smiles,gets paid
[Name] outran the hairdresser oReact [GEN],happy,happy,happy
[Name] outran the hairdresser oWant [GEN],to get paid,get paid,get paid
[Name] outran the hairdresser xAttr [GEN],brave,confused,confused
[Name] outran the hairdresser xEffect [GEN],smiles,smiles,smiles
[Name] outran the hairdresser xIntent [GEN],look nice,look nice,look good
[Name] outran the hairdresser xNeed [GEN],go to hairdresser,go to hairdresser,go to hairdresser
[Name] outran the hairdresser xReact [GEN],happy,happy,happy
[Name] outran the hairdresser xReason [GEN],babysit,she is in love,hair cut
[Name] outran the hairdresser xWant [GEN],to go home,to go home,to go home
[Name] told the baker AtLocation [GEN],kitchen,kitchen,kitchen
[Name] told the baker CapableOf [GEN],bread fish,bread fish,bread fish
[Name] told the baker Causes [GEN],dissatisfied,food poisoning,dessert
[Name] told the baker CausesDesire [GEN],good,cake batter,dessert
[Name] told the baker CreatedBy [GEN],dessert,cake,bread
[Name] told the baker DefinedAs [GEN],dessert,dessert,bread
[Name] told the baker DesireOf [GEN],dessert,dessert,dessert
[Name] told the baker Desires [GEN],satisfied,cake,cook
[Name] told the baker HasA [GEN],dessert,cake,dessert
[Name] told the baker HasFirstSubevent [GEN],dessert,cake,dessert
[Name] told the baker HasLastSubevent [GEN],dessert,cake,full
[Name] told the baker HasPainCharacter [GEN],dessert,dessert,baker
[Name] told the baker HasPainIntensity [GEN],dessert,cake,bread
[Name] told the baker HasPrerequisite [GEN],dessert,cake,bread
[Name] told the baker HasProperty [GEN],good,kids,kids
[Name] told the baker HasSubEvent [GEN],get yelled at,get yelled at,get yelled at
[Name] told the baker HasSubevent [GEN],dessert,cake,bread
[Name] told the baker HinderedBy [GEN],PersonX doesn't know the recipe.,PersonX doesn't have a phone.,PersonX doesn't know how.
[Name] told the baker InheritsFrom [GEN],dessert,dessert,bread
[Name] told the baker InstanceOf [GEN],dessert,dessert,bread
[Name] told the baker IsA [GEN],satisfied,dessert,bread
[Name] told the baker LocatedNear [GEN],dessert,cake,dessert
[Name] told the baker LocationOfAction [GEN],dessert,dessert,dessert
[Name] told the baker MadeOf [GEN],dessert,dessert,dessert
[Name] told the baker MadeUpOf [GEN],bread,chicken,bread
[Name] told the baker MotivatedByGoal [GEN],dessert,cake,dessert
[Name] told the baker NotCapableOf [GEN],dessert,cake,bread
[Name] told the baker NotDesires [GEN],cooks,cake,baker
[Name] told the baker NotHasA [GEN],dessert,cake,dessert
[Name] told the baker NotHasProperty [GEN],dessert,cake,bread
[Name] told the baker NotIsA [GEN],dessert,dessert,dessert
[Name] told the baker NotMadeOf [GEN],dessert,cake,bread
[Name] told the baker ObjectUse [GEN],make a cake,make a cake,make a cake
[Name] told the baker PartOf [GEN],dessert,dessert,dessert
[Name] told the baker ReceivesAction [GEN],dessert,cake,bread
[Name] told the baker RelatedTo [GEN],good,dessert,bread
[Name] told the baker SymbolOf [GEN],dessert,cake,dessert
[Name] told the baker UsedFor [GEN],good,cake,dessert
[Name] told the baker isAfter [GEN],PersonX goes to the store,PersonX buys a cake,PersonX is in the kitchen
[Name] told the baker isBefore [GEN],PersonX eats the food,PersonX eats the food,PersonX eats the cake
[Name] told the baker isFilledBy [GEN],cake,cake,cake
[Name] told the baker oEffect [GEN],makes a mistake,gets yelled at,makes a mistake
[Name] told the baker oReact [GEN],happy,happy,happy
[Name] told the baker oWant [GEN],to thank them,to thank them,to thank them
[Name] told the baker xAttr [GEN],helpful,informative,helpful
[Name] told the baker xEffect [GEN],is asked questions,gets yelled at,gets yelled at
[Name] told the baker xIntent [GEN],to be helpful,to be helpful,the baker
[Name] told the baker xNeed [GEN],call the baker,go to bakery,find the baker
[Name] told the baker xReact [GEN],happy,happy,happy
[Name] told the baker xReason [GEN],the baker is busy,you're hungry,you're hungry
[Name] told the baker xWant [GEN],to make a cake,thank the baker,to eat
[Name] offered apples to the housekeeper AtLocation [GEN],garage,kitchen,kitchen
[Name] offered apples to the housekeeper CapableOf [GEN],sell apples,pick apples,pick apples
[Name] offered apples to the housekeeper Causes [GEN],smiles,smoke,smoke
[Name] offered apples to the housekeeper CausesDesire [GEN],satisfied,satisfied,to apples
[Name] offered apples to the housekeeper CreatedBy [GEN],to sell apples,to make apples,to sell apples
[Name] offered apples to the housekeeper DefinedAs [GEN],the apples,apples,truck
[Name] offered apples to the housekeeper DesireOf [GEN],satisfied,taste,to sell apples
[Name] offered apples to the housekeeper Desires [GEN],to be generous,to be helpful,eat apples
[Name] offered apples to the housekeeper HasA [GEN],satisfied,satisfied,smoke
[Name] offered apples to the housekeeper HasFirstSubevent [GEN],gift,satisfied,apples
[Name] offered apples to the housekeeper HasLastSubevent [GEN],taste apples,to the house,to sell apples
[Name] offered apples to the housekeeper HasPainCharacter [GEN],grocery store,to the house,truck
[Name] offered apples to the housekeeper HasPainIntensity [GEN],satisfied,satisfied,to sell apples
[Name] offered apples to the housekeeper HasPrerequisite [GEN],apples,apples,apples
[Name] offered apples to the housekeeper HasProperty [GEN],nice,kids,kids
[Name] offered apples to the housekeeper HasSubEvent [GEN],smiles,smile,smiles
[Name] offered apples to the housekeeper HasSubevent [GEN],apples,apples,apples
[Name] offered apples to the housekeeper HinderedBy [GEN],PersonX has no apples.,PersonX has no apples.,PersonX has no apples.
[Name] offered apples to the housekeeper InheritsFrom [GEN],taste apples,to the house,taste apples
[Name] offered apples to the housekeeper InstanceOf [GEN],the apples,grocery store,truck
[Name] offered apples to the housekeeper IsA [GEN],to sell apples,taste,to sell apples
[Name] offered apples to the housekeeper LocatedNear [GEN],gift,taste,to sell apples
[Name] offered apples to the housekeeper LocationOfAction [GEN],to sell apples,to be helpful,to apples
[Name] offered apples to the housekeeper MadeOf [GEN],money,to make a pie,to sell apples
[Name] offered apples to the housekeeper MadeUpOf [GEN],apple,apple,apple
[Name] offered apples to the housekeeper MotivatedByGoal [GEN],satisfied,to be helpful,apples
[Name] offered apples to the housekeeper NotCapableOf [GEN],money,money,apples
[Name] offered apples to the housekeeper NotDesires [GEN],gift,to the house,apples
[Name] offered apples to the housekeeper NotHasA [GEN],garden tools,taste,truck
[Name] offered apples to the housekeeper NotHasProperty [GEN],apples,apples,truck
[Name] offered apples to the housekeeper NotIsA [GEN],satisfied,satisfied,to sell apples
[Name] offered apples to the housekeeper NotMadeOf [GEN],apples,apples,to sell apples
[Name] offered apples to the housekeeper ObjectUse [GEN],make a pie,make a pie,make a pie
[Name] offered apples to the housekeeper PartOf [GEN],grocery store,to the house,to sell apples
[Name] offered apples to the housekeeper ReceivesAction [GEN],gift,taste,taste apples
[Name] offered apples to the housekeeper RelatedTo [GEN],satisfied,satisfied,to apples
[Name] offered apples to the housekeeper SymbolOf [GEN],satisfied,to make a pie,the apples
[Name] offered apples to the housekeeper UsedFor [GEN],the apples,to the house,to sell apples
[Name] offered apples to the housekeeper isAfter [GEN],PersonX buys apples,PersonX buys apples,PersonX buys apples
