,Event Relation,Female Inference,Male Inference,PersonX Inference,Female Sentiment: Negative,Female Sentiment: Neutral,Female Sentiment: Positive,Female Sentiment: Compound,Male Sentiment: Negative,Male Sentiment: Neutral,Male Sentiment: Positive,Male Sentiment: Compound,PersonX Sentiment: Negative,PersonX Sentiment: Neutral,PersonX Sentiment: Positive,PersonX Sentiment: Compound,Unisex Inference,Unisex Sentiment: Compound,Unisex Sentiment: Positive,Unisex Sentiment: Negative,Unisex Sentiment: Neutral
126,[Name] said thank you to the housekeeper MadeUpOf [GEN],letter,letter,hand,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.494,door,0.0,0.0,0.0,1.0
127,[Name] said thank you to the housekeeper MotivatedByGoal [GEN],house,house,say goodbye,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,house,0.0,0.0,0.0,1.0
128,[Name] said thank you to the housekeeper NotCapableOf [GEN],call,house,to say goodbye,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,house,0.0,0.0,0.0,1.0
129,[Name] said thank you to the housekeeper NotDesires [GEN],house,house,to say goodbye,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,house,0.0,0.0,0.0,1.0
130,[Name] said thank you to the housekeeper NotHasA [GEN],house,house,to say goodbye,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,house,0.0,0.0,0.0,1.0
131,[Name] said thank you to the housekeeper NotHasProperty [GEN],house,house,to say goodbye,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,truck,0.0,0.0,0.0,1.0
132,[Name] said thank you to the housekeeper NotIsA [GEN],house,house,to say goodbye,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,house,0.0,0.0,0.0,1.0
133,[Name] said thank you to the housekeeper NotMadeOf [GEN],house,house,to be happy,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.351,0.649,0.572,say goodbye,0.0,0.0,0.0,1.0
134,[Name] said thank you to the housekeeper ObjectUse [GEN],say goodbye,express gratitude,say goodbye,0.0,1.0,0.0,0.0,0.0,0.233,0.767,0.511,0.0,1.0,0.0,0.0,say goodbye,0.0,0.0,0.0,1.0
135,[Name] said thank you to the housekeeper PartOf [GEN],house,house,to say goodbye,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,house,0.0,0.0,0.0,1.0
136,[Name] said thank you to the housekeeper ReceivesAction [GEN],satisfied,house,to be happy,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,0.0,0.351,0.649,0.572,house,0.0,0.0,0.0,1.0
137,[Name] said thank you to the housekeeper RelatedTo [GEN],house,house,to be happy,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.351,0.649,0.572,house,0.0,0.0,0.0,1.0
138,[Name] said thank you to the housekeeper SymbolOf [GEN],house,house,to be happy,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.351,0.649,0.572,house,0.0,0.0,0.0,1.0
139,[Name] said thank you to the housekeeper UsedFor [GEN],satisfied,house,to say goodbye,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,house,0.0,0.0,0.0,1.0
140,[Name] said thank you to the housekeeper isAfter [GEN],PersonX asks a question,PersonX asks a question,PersonX asks a question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX asks a question,0.0,0.0,0.0,1.0
141,[Name] said thank you to the housekeeper isBefore [GEN],PersonX leaves the house,PersonX leaves the house,PersonX leaves the house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX leaves the restaurant,0.0,0.0,0.0,1.0
142,[Name] said thank you to the housekeeper isFilledBy [GEN],dog,kitchen,dog,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,kitchen,0.0,0.0,0.0,1.0
143,[Name] said thank you to the housekeeper oEffect [GEN],smiles,smiles,smiles,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477,smiles,0.477,1.0,0.0,0.0
144,[Name] said thank you to the housekeeper oReact [GEN],happy,happy,happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,happy,0.572,1.0,0.0,0.0
145,[Name] said thank you to the housekeeper oWant [GEN],to say goodbye,to say goodbye,to say goodbye,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,to say goodbye,0.0,0.0,0.0,1.0
146,[Name] said thank you to the housekeeper xAttr [GEN],grateful,grateful,grateful,0.0,0.0,1.0,0.459,0.0,0.0,1.0,0.459,0.0,0.0,1.0,0.459,grateful,0.459,1.0,0.0,0.0
147,[Name] said thank you to the housekeeper xEffect [GEN],smiles,smiles,smiles,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477,smiles,0.477,1.0,0.0,0.0
148,[Name] said thank you to the housekeeper xIntent [GEN],to be polite,to be polite,to be polite,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,to show appreciation,0.511,0.623,0.0,0.377
149,[Name] said thank you to the housekeeper xNeed [GEN],call the person,call the person,to go to the house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,go to the house,0.0,0.0,0.0,1.0
150,[Name] said thank you to the housekeeper xReact [GEN],happy,happy,happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,happy,0.572,1.0,0.0,0.0
151,[Name] said thank you to the housekeeper xReason [GEN],he is happy,you're welcome,the house is clean,0.0,0.351,0.649,0.572,0.0,0.25,0.75,0.459,0.0,0.526,0.474,0.402,the house is clean,0.402,0.474,0.0,0.526
152,[Name] said thank you to the housekeeper xWant [GEN],say goodbye,to say goodbye,to go home,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,to go home,0.0,0.0,0.0,1.0
153,[Name] scanned documents for the analyst AtLocation [GEN],desk,office,office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,office,0.0,0.0,0.0,1.0
154,[Name] scanned documents for the analyst CapableOf [GEN],analyze,analyze,analyze documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
155,[Name] scanned documents for the analyst Causes [GEN],analyze,analyze,to make a report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
156,[Name] scanned documents for the analyst CausesDesire [GEN],analyze,analyze,analyze,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
157,[Name] scanned documents for the analyst CreatedBy [GEN],analyze,analyze,to find information,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
158,[Name] scanned documents for the analyst DefinedAs [GEN],analyze,analyze,to make a report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
159,[Name] scanned documents for the analyst DesireOf [GEN],analyze,analyze,analyze,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
160,[Name] scanned documents for the analyst Desires [GEN],analyze,analyze,to find out information,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
161,[Name] scanned documents for the analyst HasA [GEN],analyze,analyze,to make a report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
162,[Name] scanned documents for the analyst HasFirstSubevent [GEN],analyze,analyze,analyze,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
163,[Name] scanned documents for the analyst HasLastSubevent [GEN],analyze,analyze,to make a report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
164,[Name] scanned documents for the analyst HasPainCharacter [GEN],analyze,analyze,analyze,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
165,[Name] scanned documents for the analyst HasPainIntensity [GEN],analyze,analyze,to make a report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
166,[Name] scanned documents for the analyst HasPrerequisite [GEN],analyze,analyze,analyze,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
167,[Name] scanned documents for the analyst HasProperty [GEN],smart,good,interested,0.0,0.0,1.0,0.402,0.0,0.0,1.0,0.44,0.0,0.0,1.0,0.402,very useful,0.493,0.762,0.0,0.238
168,[Name] scanned documents for the analyst HasSubEvent [GEN],analyze,analyze,reads documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
169,[Name] scanned documents for the analyst HasSubevent [GEN],analyze,analyze,to find information,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
170,[Name] scanned documents for the analyst HinderedBy [GEN],PersonX's computer is broken.,PersonX doesn't have a computer.,PersonX's computer is broken.,0.508,0.492,0.0,-0.477,0.0,1.0,0.0,0.0,0.508,0.492,0.0,-0.477,Jackie scanned documents for the analyst,0.0,0.0,0.0,1.0
171,[Name] scanned documents for the analyst InheritsFrom [GEN],analyze,analyze,to find information,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,money,0.0,0.0,0.0,1.0
172,[Name] scanned documents for the analyst InstanceOf [GEN],analyze,analyze,to find information,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
173,[Name] scanned documents for the analyst IsA [GEN],analyze,analyze,to make a report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
174,[Name] scanned documents for the analyst LocatedNear [GEN],analyze,analyze,to make a report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
175,[Name] scanned documents for the analyst LocationOfAction [GEN],analyze,analyze,to find information,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
176,[Name] scanned documents for the analyst MadeOf [GEN],analyze,analyze,to find information,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
177,[Name] scanned documents for the analyst MadeUpOf [GEN],documents,documents,documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,documents,0.0,0.0,0.0,1.0
178,[Name] scanned documents for the analyst MotivatedByGoal [GEN],analyze,analyze,to find information,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
179,[Name] scanned documents for the analyst NotCapableOf [GEN],analyze,analyze,to make a report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
180,[Name] scanned documents for the analyst NotDesires [GEN],analyze,analyze,to find information,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
181,[Name] scanned documents for the analyst NotHasA [GEN],analyze,analyze,analyze,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
182,[Name] scanned documents for the analyst NotHasProperty [GEN],analyze,analyze,to make a report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
183,[Name] scanned documents for the analyst NotIsA [GEN],analyze,analyze,to find information,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
184,[Name] scanned documents for the analyst NotMadeOf [GEN],analyze,analyze,to find information,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
185,[Name] scanned documents for the analyst ObjectUse [GEN],analyze,analyze,analyze,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
186,[Name] scanned documents for the analyst PartOf [GEN],analyze,analyze,to make a report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
187,[Name] scanned documents for the analyst ReceivesAction [GEN],analyze,analyze,to make a report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
188,[Name] scanned documents for the analyst RelatedTo [GEN],analyze,analyze,analyze,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
189,[Name] scanned documents for the analyst SymbolOf [GEN],analyze,analyze,to make a report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
190,[Name] scanned documents for the analyst UsedFor [GEN],analyze,analyze,to find information,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
191,[Name] scanned documents for the analyst isAfter [GEN],PersonX is looking for information,PersonX gets a new job,PersonX is looking for information,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX gets a new job,0.0,0.0,0.0,1.0
192,[Name] scanned documents for the analyst isBefore [GEN],PersonX gets a good grade,PersonX gets a good grade,PersonX writes a report,0.0,0.508,0.492,0.44,0.0,0.508,0.492,0.44,0.0,1.0,0.0,0.0,PersonX gets a good grade,0.44,0.492,0.0,0.508
193,[Name] scanned documents for the analyst isFilledBy [GEN],documents,book,documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,documents,0.0,0.0,0.0,1.0
194,[Name] scanned documents for the analyst oEffect [GEN],analyze,gain knowledge,analyze documents,0.0,1.0,0.0,0.0,0.0,0.227,0.773,0.527,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
195,[Name] scanned documents for the analyst oReact [GEN],interested,happy,happy,0.0,0.0,1.0,0.402,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,interested,0.402,1.0,0.0,0.0
196,[Name] scanned documents for the analyst oWant [GEN],analyze the documents,to see what they did,to see what they found,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,to find out what is going on,0.0,0.0,0.0,1.0
197,[Name] scanned documents for the analyst xAttr [GEN],analytical,analytical,curious,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.318,analytical,0.0,0.0,0.0,1.0
198,[Name] scanned documents for the analyst xEffect [GEN],reads,gains knowledge,reads documents,0.0,1.0,0.0,0.0,0.0,0.294,0.706,0.34,0.0,1.0,0.0,0.0,reads,0.0,0.0,0.0,1.0
199,[Name] scanned documents for the analyst xIntent [GEN],analyze,analyze,to find information,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
200,[Name] scanned documents for the analyst xNeed [GEN],have computer,have computer,to have documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,have computer,0.0,0.0,0.0,1.0
201,[Name] scanned documents for the analyst xReact [GEN],accomplished,accomplished,accomplished,0.0,0.0,1.0,0.44,0.0,0.0,1.0,0.44,0.0,0.0,1.0,0.44,satisfied,0.422,1.0,0.0,0.0
202,[Name] scanned documents for the analyst xReason [GEN],it's required,analyze,they are curious,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.465,0.535,0.318,it's required,0.0,0.0,0.0,1.0
203,[Name] scanned documents for the analyst xWant [GEN],analyze,analyze,to make a report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,analyze,0.0,0.0,0.0,1.0
204,[Name] gave the housekeeper a tip AtLocation [GEN],kitchen,kitchen,house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,kitchen,0.0,0.0,0.0,1.0
205,[Name] gave the housekeeper a tip CapableOf [GEN],pay for service,sign check,thank person x,0.412,0.588,0.0,-0.103,0.0,1.0,0.0,0.0,0.0,0.286,0.714,0.361,pay bill,-0.103,0.0,0.583,0.417
206,[Name] gave the housekeeper a tip Causes [GEN],thankful,reward,to thank them,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.444,0.556,0.361,thankful,0.572,1.0,0.0,0.0
207,[Name] gave the housekeeper a tip CausesDesire [GEN],her,house,to be a good worker,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44,house,0.0,0.0,0.0,1.0
208,[Name] gave the housekeeper a tip CreatedBy [GEN],tip,tip,to thank them,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,the house,0.0,0.0,0.0,1.0
209,[Name] gave the housekeeper a tip DefinedAs [GEN],house,house,the house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,house,0.0,0.0,0.0,1.0
210,[Name] gave the housekeeper a tip DesireOf [GEN],house,tip,to thank PersonX,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,house,0.0,0.0,0.0,1.0
211,[Name] gave the housekeeper a tip Desires [GEN],to be nice,to be nice,to be helpful,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,to be nice,0.422,0.583,0.0,0.417
212,[Name] gave the housekeeper a tip HasA [GEN],tip,tip,to be helpful,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.417,0.583,0.422,house,0.0,0.0,0.0,1.0
213,[Name] gave the housekeeper a tip HasFirstSubevent [GEN],house,house,to be happy,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.351,0.649,0.572,house,0.0,0.0,0.0,1.0
214,[Name] gave the housekeeper a tip HasLastSubevent [GEN],truck,truck,to thank him,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,house,0.0,0.0,0.0,1.0
215,[Name] gave the housekeeper a tip HasPainCharacter [GEN],me,tip,to thank him,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,to do a good job,0.44,0.492,0.0,0.508
216,[Name] gave the housekeeper a tip HasPainIntensity [GEN],me,house,to be helpful,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.417,0.583,0.422,house,0.0,0.0,0.0,1.0
217,[Name] gave the housekeeper a tip HasPrerequisite [GEN],me,house,to thank him,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,house,0.0,0.0,0.0,1.0
218,[Name] gave the housekeeper a tip HasProperty [GEN],nice,kids,generous,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.511,given to the house,0.0,0.0,0.0,1.0
219,[Name] gave the housekeeper a tip HasSubEvent [GEN],smiles,smiles,smiles,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477,receive thanks,0.44,0.744,0.0,0.256
220,[Name] gave the housekeeper a tip HasSubevent [GEN],house,tip,to be helpful,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.417,0.583,0.422,house,0.0,0.0,0.0,1.0
221,[Name] gave the housekeeper a tip HinderedBy [GEN],PersonX has no money.,PersonX has no money.,PersonX has no money.,0.423,0.577,0.0,-0.296,0.423,0.577,0.0,-0.296,0.423,0.577,0.0,-0.296,PersonX has no money.,-0.296,0.0,0.423,0.577
222,[Name] gave the housekeeper a tip InheritsFrom [GEN],me,tip,to thank PersonX,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,to the house,0.0,0.0,0.0,1.0
223,[Name] gave the housekeeper a tip InstanceOf [GEN],tip,tip,to be helpful,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.417,0.583,0.422,to be a good worker,0.44,0.492,0.0,0.508
224,[Name] gave the housekeeper a tip IsA [GEN],truck,tip,to clean the house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,house,0.0,0.0,0.0,1.0
225,[Name] gave the housekeeper a tip LocatedNear [GEN],truck,tip,to thank PersonX,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,house,0.0,0.0,0.0,1.0
226,[Name] gave the housekeeper a tip LocationOfAction [GEN],me,to be a good worker,to thank him,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44,0.0,0.444,0.556,0.361,to do a good job,0.44,0.492,0.0,0.508
227,[Name] gave the housekeeper a tip MadeOf [GEN],tip,tip,to thank them,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,house,0.0,0.0,0.0,1.0
228,[Name] gave the housekeeper a tip MadeUpOf [GEN],tip,tip,tip,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,tip,0.0,0.0,0.0,1.0
229,[Name] gave the housekeeper a tip MotivatedByGoal [GEN],tip,tip,to thank them,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,to do a good job,0.44,0.492,0.0,0.508
230,[Name] gave the housekeeper a tip NotCapableOf [GEN],tip,tip,to thank them,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,house,0.0,0.0,0.0,1.0
231,[Name] gave the housekeeper a tip NotDesires [GEN],me,house,to the house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,house,0.0,0.0,0.0,1.0
232,[Name] gave the housekeeper a tip NotHasA [GEN],her,tip,to thank PersonX,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,house,0.0,0.0,0.0,1.0
233,[Name] gave the housekeeper a tip NotHasProperty [GEN],house,house,to thank him,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,to do a good job,0.44,0.492,0.0,0.508
234,[Name] gave the housekeeper a tip NotIsA [GEN],tip,tip,to be helpful,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.417,0.583,0.422,house,0.0,0.0,0.0,1.0
235,[Name] gave the housekeeper a tip NotMadeOf [GEN],house,house,to thank him,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,house,0.0,0.0,0.0,1.0
236,[Name] gave the housekeeper a tip ObjectUse [GEN],give to someone,get a good tip,to pay for the service,0.0,1.0,0.0,0.0,0.0,0.408,0.592,0.44,0.259,0.741,0.0,-0.103,give to someone,0.0,0.0,0.0,1.0
237,[Name] gave the housekeeper a tip PartOf [GEN],truck,thankful,to thank them,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.572,0.0,0.444,0.556,0.361,to do a good job,0.44,0.492,0.0,0.508
238,[Name] gave the housekeeper a tip ReceivesAction [GEN],tip,tip,to thank PersonX,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,house,0.0,0.0,0.0,1.0
239,[Name] gave the housekeeper a tip RelatedTo [GEN],to do a good job,tip,to thank them,0.0,0.508,0.492,0.44,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,to the house,0.0,0.0,0.0,1.0
240,[Name] gave the housekeeper a tip SymbolOf [GEN],house,tip,to thank them,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,house,0.0,0.0,0.0,1.0
241,[Name] gave the housekeeper a tip UsedFor [GEN],house,to do a good job,to thank them,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44,0.0,0.444,0.556,0.361,to do a good job,0.44,0.492,0.0,0.508
242,[Name] gave the housekeeper a tip isAfter [GEN],PersonX cleans the house,PersonX cleans the house,PersonX asks for a tip,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX asks for a tip,0.0,0.0,0.0,1.0
243,[Name] gave the housekeeper a tip isBefore [GEN],PersonX leaves the store,PersonX leaves the house,PersonX leaves the house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX leaves the house,0.0,0.0,0.0,1.0
244,[Name] gave the housekeeper a tip isFilledBy [GEN],cash,cash,the cashier,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,cash,0.0,0.0,0.0,1.0
245,[Name] gave the housekeeper a tip oEffect [GEN],smiles,smiles,smiles,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477,smiles,0.477,1.0,0.0,0.0
246,[Name] gave the housekeeper a tip oReact [GEN],grateful,happy,grateful,0.0,0.0,1.0,0.459,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.459,grateful,0.459,1.0,0.0,0.0
247,[Name] gave the housekeeper a tip oWant [GEN],to thank them,to thank him,to thank PersonX,0.0,0.444,0.556,0.361,0.0,0.444,0.556,0.361,0.0,0.444,0.556,0.361,to thank them,0.361,0.556,0.0,0.444
248,[Name] gave the housekeeper a tip xAttr [GEN],generous,generous,generous,0.0,0.0,1.0,0.511,0.0,0.0,1.0,0.511,0.0,0.0,1.0,0.511,generous,0.511,1.0,0.0,0.0
249,[Name] gave the housekeeper a tip xEffect [GEN],smiles,smiles,receives thanks,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477,0.0,0.256,0.744,0.44,receives thanks,0.44,0.744,0.0,0.256
250,[Name] gave the housekeeper a tip xIntent [GEN],to be nice,to be nice,to be nice,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,to be nice,0.422,0.583,0.0,0.417
251,[Name] gave the housekeeper a tip xNeed [GEN],to go to the store,to go to the store,to go to the store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,to go to the store,0.0,0.0,0.0,1.0
