Event Relation,Female Inference,Male Inference,PersonX Inference,Female-Male Similarity,Female-PersonX Similarity,Male-PersonX Similarity
[Name] sold some books to the librarian NotDesires [GEN],librarian,librarian,to make money,1.0,0.212,0.212
[Name] sold some books to the librarian NotHasA [GEN],librarian,librarian,to make money,1.0,0.212,0.212
[Name] sold some books to the librarian NotHasProperty [GEN],books,books,money,1.0,0.407,0.407
[Name] sold some books to the librarian NotIsA [GEN],librarian,librarian,to make money,1.0,0.212,0.212
[Name] sold some books to the librarian NotMadeOf [GEN],librarian,librarian,to make money,1.0,0.212,0.212
[Name] sold some books to the librarian ObjectUse [GEN],sell books,sell books,sell books,1.0,1.0,1.0
[Name] sold some books to the librarian PartOf [GEN],librarian,librarian,to make money,1.0,0.212,0.212
[Name] sold some books to the librarian ReceivesAction [GEN],librarian,librarian,to make money,1.0,0.212,0.212
[Name] sold some books to the librarian RelatedTo [GEN],librarian,librarian,to make money,1.0,0.212,0.212
[Name] sold some books to the librarian SymbolOf [GEN],librarian,librarian,to make money,1.0,0.212,0.212
[Name] sold some books to the librarian UsedFor [GEN],librarian,librarian,to make money,1.0,0.212,0.212
[Name] sold some books to the librarian isAfter [GEN],PersonX goes to the bookstore,bookstore,PersonX buys books,0.583,0.849,0.528
[Name] sold some books to the librarian isBefore [GEN],Barbara sold some books to the librarian,PersonX gives the books to the librarian,PersonX makes money,0.628,0.114,0.512
[Name] sold some books to the librarian isFilledBy [GEN],books,books,books,1.0,1.0,1.0
[Name] sold some books to the librarian oEffect [GEN],gains knowledge,reads books,reads books,0.389,0.389,1.0
[Name] sold some books to the librarian oReact [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] sold some books to the librarian oWant [GEN],to buy books,to buy books,to buy books,1.0,1.0,1.0
[Name] sold some books to the librarian xAttr [GEN],helpful,helpful,helpful,1.0,1.0,1.0
[Name] sold some books to the librarian xEffect [GEN],makes money,makes money,makes money,1.0,1.0,1.0
[Name] sold some books to the librarian xIntent [GEN],to make money,to sell books,to make money,0.516,1.0,0.516
[Name] sold some books to the librarian xNeed [GEN],go to the librarian,buy books,to go to the librarian,0.485,0.843,0.484
[Name] sold some books to the librarian xReact [GEN],accomplished,accomplished,accomplished,1.0,1.0,1.0
[Name] sold some books to the librarian xReason [GEN],the librarian is busy,the librarian is busy,the librarian is busy,1.0,1.0,1.0
[Name] sold some books to the librarian xWant [GEN],to sell more books,to sell more books,to make money,1.0,0.52,0.52
[Name] yelled at the hairdresser AtLocation [GEN],bar,hair salon,hair salon,0.264,0.264,1.0
[Name] yelled at the hairdresser CapableOf [GEN],cut hair,cut hair,cry,1.0,0.247,0.247
[Name] yelled at the hairdresser Causes [GEN],hair cut,hair cut,rejection,1.0,0.247,0.247
[Name] yelled at the hairdresser CausesDesire [GEN],hair,hair,the hairdresser to stop,1.0,0.549,0.549
[Name] yelled at the hairdresser CreatedBy [GEN],hair cut,hair cut,the hairdresser to help,1.0,0.625,0.625
[Name] yelled at the hairdresser DefinedAs [GEN],hair cut,hair cut,to fix the problem,1.0,0.213,0.213
[Name] yelled at the hairdresser DesireOf [GEN],hair cut,hair cut,the hairdresser,1.0,0.622,0.622
[Name] yelled at the hairdresser Desires [GEN],hair cut,hair cut,to be left alone,1.0,0.226,0.226
[Name] yelled at the hairdresser HasA [GEN],hair cut,hair cut,yelled at,1.0,0.187,0.187
[Name] yelled at the hairdresser HasFirstSubevent [GEN],hair cut,hair cut,yelled at,1.0,0.187,0.187
[Name] yelled at the hairdresser HasLastSubevent [GEN],hair cut,hair cut,to get a haircut,1.0,0.763,0.763
[Name] yelled at the hairdresser HasPainCharacter [GEN],hair cut,hair cut,yelled at,1.0,0.187,0.187
[Name] yelled at the hairdresser HasPainIntensity [GEN],hair cut,hair cut,yelled at,1.0,0.187,0.187
[Name] yelled at the hairdresser HasPrerequisite [GEN],hair cut,hair cut,hair cut,1.0,1.0,1.0
[Name] yelled at the hairdresser HasProperty [GEN],kids,short for hairdresser,upset,0.154,0.316,0.081
[Name] yelled at the hairdresser HasSubEvent [GEN],get yelled at,get yelled at,gets yelled at back,1.0,0.817,0.817
[Name] yelled at the hairdresser HasSubevent [GEN],hair cut,hair cut,to get their hair cut,1.0,0.693,0.693
[Name] yelled at the hairdresser HinderedBy [GEN],Brittany yelled at the hairdresser,The hairdresser is out of town.,PersonX is too timid.,0.397,0.092,0.045
[Name] yelled at the hairdresser InheritsFrom [GEN],hair cut,hair cut,the hairdresser yells back,1.0,0.423,0.423
[Name] yelled at the hairdresser InstanceOf [GEN],hair cut,hair cut,PersonX yells at the hairdresser,1.0,0.413,0.413
[Name] yelled at the hairdresser IsA [GEN],hair cut,hair cut,to get a haircut,1.0,0.763,0.763
[Name] yelled at the hairdresser LocatedNear [GEN],hair cut,hair cut,to get a refund,1.0,0.207,0.207
[Name] yelled at the hairdresser LocationOfAction [GEN],hair cut,hair cut,to fix the problem,1.0,0.213,0.213
[Name] yelled at the hairdresser MadeOf [GEN],hair cut,hair cut,to get a haircut,1.0,0.763,0.763
[Name] yelled at the hairdresser MadeUpOf [GEN],hair,hair,dog,1.0,0.47,0.47
[Name] yelled at the hairdresser MotivatedByGoal [GEN],hair cut,hair cut,to get their hair cut,1.0,0.693,0.693
[Name] yelled at the hairdresser NotCapableOf [GEN],hair cut,hair cut,the hairdresser,1.0,0.622,0.622
[Name] yelled at the hairdresser NotDesires [GEN],hair cut,hair cut,hair cut,1.0,1.0,1.0
[Name] yelled at the hairdresser NotHasA [GEN],hair cut,hair cut,hair cut,1.0,1.0,1.0
[Name] yelled at the hairdresser NotHasProperty [GEN],hair cut,hair cut,hair cut,1.0,1.0,1.0
[Name] yelled at the hairdresser NotIsA [GEN],hair cut,hair cut,to leave the hairdresser,1.0,0.603,0.603
[Name] yelled at the hairdresser NotMadeOf [GEN],hair cut,hair cut,the hairdresser,1.0,0.622,0.622
[Name] yelled at the hairdresser ObjectUse [GEN],get a haircut,get a haircut,get a haircut,1.0,1.0,1.0
[Name] yelled at the hairdresser PartOf [GEN],hair cut,hair cut,to get a haircut,1.0,0.763,0.763
[Name] yelled at the hairdresser ReceivesAction [GEN],hair cut,hair cut,the hairdresser yells back,1.0,0.423,0.423
[Name] yelled at the hairdresser RelatedTo [GEN],hair cut,hair cut,hair cut,1.0,1.0,1.0
[Name] yelled at the hairdresser SymbolOf [GEN],hair cut,hair cut,to apologize,1.0,0.18,0.18
[Name] yelled at the hairdresser UsedFor [GEN],hair cut,hair cut,to fix the problem,1.0,0.213,0.213
[Name] yelled at the hairdresser isAfter [GEN],PersonX gets a haircut,PersonX gets a haircut,PersonX gets a haircut,1.0,1.0,1.0
[Name] yelled at the hairdresser isBefore [GEN],Brittany yelled at the hairdresser,PersonX leaves the salon,PersonX leaves the salon,0.284,0.284,1.0
[Name] yelled at the hairdresser isFilledBy [GEN],hair,hair,dog,1.0,0.47,0.47
[Name] yelled at the hairdresser oEffect [GEN],gets yelled at,gets yelled at,gets yelled at,1.0,1.0,1.0
[Name] yelled at the hairdresser oReact [GEN],angry,angry,sad,1.0,0.315,0.315
[Name] yelled at the hairdresser oWant [GEN],Brittany yelled at the hairdresser,to get paid,to apologize,0.076,0.201,0.481
[Name] yelled at the hairdresser xAttr [GEN],mean,mean,mean,1.0,1.0,1.0
[Name] yelled at the hairdresser xEffect [GEN],gets yelled at,gets yelled at,gets yelled at back,1.0,0.888,0.888
[Name] yelled at the hairdresser xIntent [GEN],to be rude,to show frustration,to express frustration,0.497,0.5,0.849
[Name] yelled at the hairdresser xNeed [GEN],Brittany yelled at the hairdresser,get angry,to walk up to the hairdresser,0.254,0.456,0.15
[Name] yelled at the hairdresser xReact [GEN],upset,upset,upset,1.0,1.0,1.0
[Name] yelled at the hairdresser xReason [GEN],hair cut,hair is messed up,they are mad,0.628,0.141,0.172
[Name] yelled at the hairdresser xWant [GEN],to cry,to yell at the hairdresser,to leave,0.419,0.622,0.36
[Name] prepared a dish for the teacher AtLocation [GEN],kitchen,school,kitchen,0.476,1.0,0.476
[Name] prepared a dish for the teacher CapableOf [GEN],teach,teach,cook dinner,1.0,0.14,0.14
[Name] prepared a dish for the teacher Causes [GEN],to teach,to teach,to eat,1.0,0.548,0.548
[Name] prepared a dish for the teacher CausesDesire [GEN],teach,teach,to eat,1.0,0.305,0.305
[Name] prepared a dish for the teacher CreatedBy [GEN],teacher,get a good grade,to eat the food,0.364,0.221,0.197
[Name] prepared a dish for the teacher DefinedAs [GEN],teacher,teach,to eat,0.725,0.252,0.305
[Name] prepared a dish for the teacher DesireOf [GEN],teacher,teach,to eat,0.725,0.252,0.305
[Name] prepared a dish for the teacher Desires [GEN],to be helpful,to be helpful,to be helpful,1.0,1.0,1.0
[Name] prepared a dish for the teacher HasA [GEN],teach,teach,to eat,1.0,0.305,0.305
[Name] prepared a dish for the teacher HasFirstSubevent [GEN],teach,get a good grade,to eat,0.427,0.305,0.228
[Name] prepared a dish for the teacher HasLastSubevent [GEN],teach,teach,to eat,1.0,0.305,0.305
[Name] prepared a dish for the teacher HasPainCharacter [GEN],teacher,teach,to eat the food,0.725,0.221,0.275
[Name] prepared a dish for the teacher HasPainIntensity [GEN],teacher,teach,to eat the food,0.725,0.221,0.275
[Name] prepared a dish for the teacher HasPrerequisite [GEN],teacher,teach,to eat,0.725,0.252,0.305
[Name] prepared a dish for the teacher HasProperty [GEN],hungry,smart,responsible,0.331,0.283,0.355
[Name] prepared a dish for the teacher HasSubEvent [GEN],receives thanks,receive praise,PersonX is thanked by the teacher,0.482,0.328,0.296
[Name] prepared a dish for the teacher HasSubevent [GEN],dessert,teach,to eat,0.206,0.391,0.305
[Name] prepared a dish for the teacher HinderedBy [GEN],Janet prepared a dish for the teacher,PersonX does not know how to cook.,PersonX does not know how to cook.,0.296,0.296,1.0
[Name] prepared a dish for the teacher InheritsFrom [GEN],teacher,teach,to eat,0.725,0.252,0.305
[Name] prepared a dish for the teacher InstanceOf [GEN],teach,learn how to cook,to eat,0.382,0.305,0.379
[Name] prepared a dish for the teacher IsA [GEN],dessert,teach,to eat,0.206,0.391,0.305
[Name] prepared a dish for the teacher LocatedNear [GEN],teach,get a good grade,to eat the food,0.427,0.275,0.197
[Name] prepared a dish for the teacher LocationOfAction [GEN],teacher,learn how to cook,to eat,0.187,0.252,0.379
[Name] prepared a dish for the teacher MadeOf [GEN],teach,to teach,to eat,0.821,0.305,0.548
[Name] prepared a dish for the teacher MadeUpOf [GEN],recipe,recipe,potato,1.0,0.407,0.407
[Name] prepared a dish for the teacher MotivatedByGoal [GEN],teach,get a good grade,to eat,0.427,0.305,0.228
[Name] prepared a dish for the teacher NotCapableOf [GEN],teach,learn how to cook,to eat,0.382,0.305,0.379
[Name] prepared a dish for the teacher NotDesires [GEN],teach,get a good grade,to eat the food,0.427,0.275,0.197
[Name] prepared a dish for the teacher NotHasA [GEN],teacher,teach,to eat,0.725,0.252,0.305
[Name] prepared a dish for the teacher NotHasProperty [GEN],dessert,cooking,to eat,0.496,0.391,0.517
[Name] prepared a dish for the teacher NotIsA [GEN],teacher,get a good grade,to eat the food,0.364,0.221,0.197
[Name] prepared a dish for the teacher NotMadeOf [GEN],teacher,dishwasher,to eat the food,0.27,0.221,0.303
[Name] prepared a dish for the teacher ObjectUse [GEN],give to the teacher,give to the teacher,to eat,1.0,0.263,0.263
[Name] prepared a dish for the teacher PartOf [GEN],teacher,teach,to eat,0.725,0.252,0.305
[Name] prepared a dish for the teacher ReceivesAction [GEN],teach,get a good grade,to eat the food,0.427,0.275,0.197
[Name] prepared a dish for the teacher RelatedTo [GEN],teacher,teach,to eat,0.725,0.252,0.305
[Name] prepared a dish for the teacher SymbolOf [GEN],teacher,teach,to eat,0.725,0.252,0.305
[Name] prepared a dish for the teacher UsedFor [GEN],teacher,to teach,to eat,0.694,0.252,0.548
[Name] prepared a dish for the teacher isAfter [GEN],PersonX goes to the kitchen,PersonX goes to the kitchen,PersonX goes to the kitchen,1.0,1.0,1.0
[Name] prepared a dish for the teacher isBefore [GEN],PersonX eats the food,PersonX gets a good grade,PersonX eats the food,0.592,1.0,0.592
[Name] prepared a dish for the teacher isFilledBy [GEN],pie,pie,pie,1.0,1.0,1.0
[Name] prepared a dish for the teacher oEffect [GEN],smiles,learns something,learns something new,0.202,0.169,0.905
[Name] prepared a dish for the teacher oReact [GEN],proud,proud,grateful,1.0,0.368,0.368
[Name] prepared a dish for the teacher oWant [GEN],to eat the food,to eat,to eat the food,0.944,1.0,0.944
[Name] prepared a dish for the teacher xAttr [GEN],helpful,helpful,helpful,1.0,1.0,1.0
[Name] prepared a dish for the teacher xEffect [GEN],smiles,receives praise,is thanked by the teacher,0.306,0.296,0.458
[Name] prepared a dish for the teacher xIntent [GEN],to be helpful,to be helpful,to be helpful,1.0,1.0,1.0
[Name] prepared a dish for the teacher xNeed [GEN],buy ingredients,buy ingredients,to buy ingredients,1.0,0.869,0.869
[Name] prepared a dish for the teacher xReact [GEN],accomplished,accomplished,accomplished,1.0,1.0,1.0
[Name] prepared a dish for the teacher xReason [GEN],they are hungry,they are hungry,they are hungry,1.0,1.0,1.0
[Name] prepared a dish for the teacher xWant [GEN],to eat,to show off,to eat the food,0.407,0.944,0.414
[Name] outran the hairdresser AtLocation [GEN],hotel,hotel,hotel,1.0,1.0,1.0
[Name] outran the hairdresser CapableOf [GEN],cut hair,cut hair,cut hair,1.0,1.0,1.0
[Name] outran the hairdresser Causes [GEN],hair cut,hair cut,hair cut,1.0,1.0,1.0
[Name] outran the hairdresser CausesDesire [GEN],hair,hair,hair cut,1.0,0.756,0.756
[Name] outran the hairdresser CreatedBy [GEN],hair cut,hair cut,hair cut,1.0,1.0,1.0
[Name] outran the hairdresser DefinedAs [GEN],hair,hair,hair cut,1.0,0.756,0.756
[Name] outran the hairdresser DesireOf [GEN],hair cut,hair cut,hair cut,1.0,1.0,1.0
[Name] outran the hairdresser Desires [GEN],hair cut,hair cut,hair cut,1.0,1.0,1.0
[Name] outran the hairdresser HasA [GEN],hair cut,hair cut,hair cut,1.0,1.0,1.0
[Name] outran the hairdresser HasFirstSubevent [GEN],hair cut,hair cut,hair cut,1.0,1.0,1.0
[Name] outran the hairdresser HasLastSubevent [GEN],hair cut,hair,to get a haircut,0.756,0.763,0.621
[Name] outran the hairdresser HasPainCharacter [GEN],hair,hair,hair cut,1.0,0.756,0.756
[Name] outran the hairdresser HasPainIntensity [GEN],hair cut,hair,hair cut,0.756,1.0,0.756
[Name] outran the hairdresser HasPrerequisite [GEN],hair cut,hair,hair cut,0.756,1.0,0.756
[Name] outran the hairdresser HasProperty [GEN],kids,short for hairdresser,nervous,0.154,0.292,0.148
[Name] outran the hairdresser HasSubEvent [GEN],get haircut,get haircut,gets a haircut,1.0,0.932,0.932
[Name] outran the hairdresser HasSubevent [GEN],hair,hair,to get a haircut,1.0,0.621,0.621
[Name] outran the hairdresser HinderedBy [GEN],Isabella outran the hairdresser,the hairdresser is on vacation,The hairdresser is closed.,0.532,0.537,0.701
[Name] outran the hairdresser InheritsFrom [GEN],hair cut,hair cut,hair cut,1.0,1.0,1.0
[Name] outran the hairdresser InstanceOf [GEN],truck,hair,to get a haircut,0.343,0.129,0.621
[Name] outran the hairdresser IsA [GEN],hair cut,hair,to get a haircut,0.756,0.763,0.621
[Name] outran the hairdresser LocatedNear [GEN],hair,hair,to get a haircut,1.0,0.621,0.621
[Name] outran the hairdresser LocationOfAction [GEN],hair cut,hair cut,to get a haircut,1.0,0.763,0.763
[Name] outran the hairdresser MadeOf [GEN],hair cut,hair,to get a haircut,0.756,0.763,0.621
[Name] outran the hairdresser MadeUpOf [GEN],blade,hairbrush,hair,0.342,0.406,0.682
[Name] outran the hairdresser MotivatedByGoal [GEN],hair cut,hair cut,to get a haircut,1.0,0.763,0.763
[Name] outran the hairdresser NotCapableOf [GEN],hair cut,hair cut,hair cut,1.0,1.0,1.0
[Name] outran the hairdresser NotDesires [GEN],hair,hair,hair cut,1.0,0.756,0.756
[Name] outran the hairdresser NotHasA [GEN],hair,hair,hair cut,1.0,0.756,0.756
