Event Relation,Female Inference,Male Inference,PersonX Inference,Female Sentiment: Negative,Female Sentiment: Neutral,Female Sentiment: Positive,Female Sentiment: Compound,Male Sentiment: Negative,Male Sentiment: Neutral,Male Sentiment: Positive,Male Sentiment: Compound,PersonX Sentiment: Negative,PersonX Sentiment: Neutral,PersonX Sentiment: Positive,PersonX Sentiment: Compound
[Name] said thank you to the housekeeper isBefore [GEN], PersonY gives PersonY a hug, PersonY gives PersonX a hug, PersonX thanked the housekeeper,0.0,0.492,0.508,0.477,0.0,0.492,0.508,0.477,0.0,0.508,0.492,0.44
[Name] said thank you to the housekeeper isFilledBy [GEN], house, house, house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] said thank you to the housekeeper oEffect [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] said thank you to the housekeeper oReact [GEN], none, appreciative, none,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.557,0.0,1.0,0.0,0.0
[Name] said thank you to the housekeeper oWant [GEN], to clean the house, to clean the house, to clean the house,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] said thank you to the housekeeper xAttr [GEN], appreciative, appreciative, appreciative,0.0,0.0,1.0,0.557,0.0,0.0,1.0,0.557,0.0,0.0,1.0,0.557
[Name] said thank you to the housekeeper xEffect [GEN], gets a tip, gets a tip, PersonX smiles,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.244,0.756,0.477
[Name] said thank you to the housekeeper xIntent [GEN], to be polite, to be polite, to be polite,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] said thank you to the housekeeper xNeed [GEN], to go to the house, to go to the housekeeper, to go to the housekeeper,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] said thank you to the housekeeper xReact [GEN], happy, happy, happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572
[Name] said thank you to the housekeeper xReason [GEN], the house is clean, the housekeeper left, PersonX cleans up the house,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] said thank you to the housekeeper xWant [GEN], to go to bed, to thank the housekeeper, to clean the house,0.0,1.0,0.0,0.0,0.0,0.545,0.455,0.361,0.0,0.526,0.474,0.402
[Name] scanned documents for the analyst AtLocation [GEN], the computer, computer, PersonX is a computer programmer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst CapableOf [GEN], to get a job, to get a job, to get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst Causes [GEN], PersonX asks PersonX to scan documents, PersonX is a computer programmer., PersonX gets a new job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst CausesDesire [GEN], PersonX asks PersonX to read the documents, PersonX asks PersonX to scan the documents, PersonX takes the documents to the analyst,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst CreatedBy [GEN], the report, to get a job, PersonX goes to the office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst DefinedAs [GEN], PersonX asks PersonX to scan documents, PersonX asks PersonX to scan the documents, PersonX is a computer programmer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst DesireOf [GEN], the documents are scanned, they get paid for it, PersonX is a computer programmer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst Desires [GEN], to be helpful, to be helpful, to be helpful,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422
[Name] scanned documents for the analyst HasA [GEN], the documents to be scanned, they get a job, PersonX gets a new job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst HasFirstSubevent [GEN], the document is scanned, they get paid, PersonX gives the report to the analyst,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst HasLastSubevent [GEN], PersonX asks PersonX to read the documents, PersonX gives the documents to PersonX, PersonX takes the documents to the analyst,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst HasPainCharacter [GEN], PersonX gives PersonX the documents, PersonX asks PersonX to scan the documents, PersonX gives the report to the analyst,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst HasPainIntensity [GEN], the documents are scanned, they get a job, PersonX reads the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst HasPrerequisite [GEN], the report, to get a job, PersonX reads the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst HasProperty [GEN], the documents are scanned, they get paid, PersonX is a computer programmer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst HasSubEvent [GEN], read the documents, read the documents, PersonX hands the documents to the analyst,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst HasSubevent [GEN], the documents to be scanned, to help the analyst, to help the analyst,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] scanned documents for the analyst HinderedBy [GEN], The analyst doesn't have access to the documents., They don't have a scanner., PersonX doesn't have a scanner.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst InheritsFrom [GEN], the documents are scanned, they get a job, PersonX is a computer programmer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst InstanceOf [GEN], PersonX asks PersonX to scan the documents, they get paid for it, PersonX gets a new job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst IsA [GEN], the document to be analyzed, they get a job, PersonX gets a new job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst LocatedNear [GEN], to get a good grade, to get a good grade, to help the analyst,0.0,0.508,0.492,0.44,0.0,0.508,0.492,0.44,0.0,0.526,0.474,0.402
[Name] scanned documents for the analyst LocationOfAction [GEN], the documents to be scanned, to help the analyst, to help the analyst,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] scanned documents for the analyst MadeOf [GEN], the documents to be scanned, to be a good employee, PersonX gets a new job,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst MadeUpOf [GEN], the report, PersonX gives the documents to PersonX, PersonX gives the report to the analyst,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst MotivatedByGoal [GEN], the documents are scanned, PersonX asks PersonX to scan the documents, PersonX is a computer programmer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst NotCapableOf [GEN], the document to be scanned, to get a job, PersonX gets a new job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst NotDesires [GEN], the documents to be scanned, PersonX gives the documents to PersonX, PersonX gives the documents to the analyst,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst NotHasA [GEN], PersonX gives the documents to PersonX, PersonX asks PersonX to scan the documents, PersonX takes the documents to the analyst,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst NotHasProperty [GEN], the report, good about themselves, helpful,0.0,1.0,0.0,0.0,0.0,0.408,0.592,0.44,0.0,0.0,1.0,0.422
[Name] scanned documents for the analyst NotIsA [GEN], PersonX asks PersonX to read the documents, PersonX gives the documents to PersonX, PersonX gives the report to the analyst,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst NotMadeOf [GEN], the documents to be scanned, PersonX gives the documents to PersonX, PersonX takes the documents to the analyst,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst ObjectUse [GEN], to get a good grade, to get a good grade, to get a good grade,0.0,0.508,0.492,0.44,0.0,0.508,0.492,0.44,0.0,0.508,0.492,0.44
[Name] scanned documents for the analyst PartOf [GEN], PersonX asks PersonX to read the documents, PersonX gives the documents to PersonX, PersonX gives the report to the analyst,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst ReceivesAction [GEN], the document to be analyzed, PersonX asks PersonX to scan documents, PersonX is a computer programmer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst RelatedTo [GEN], the document to be analyzed, to get a job, PersonX gets a new job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst SymbolOf [GEN], the documents to be scanned, to get a good grade, PersonX gets a new job,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst UsedFor [GEN], the report, to get a job, PersonX gets a new job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst isAfter [GEN], PersonX asks PersonX to scan documents for them, PersonX gets a job as an accountant, PersonX gets a new job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst isBefore [GEN], PersonX gives the documents to PersonX, PersonX gives the documents to the analyst, PersonX hands over the documents to the analyst,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst isFilledBy [GEN], the computer, computer, computer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst oEffect [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst oWant [GEN], to make a report, to make a report, to ask PersonX questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst xAttr [GEN], skilled, skilled, skilled,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst xEffect [GEN], gets a paycheck, gets a paycheck, PersonX receives a paycheck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst xIntent [GEN], to be helpful, to be helpful, to be helpful,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422
[Name] scanned documents for the analyst xNeed [GEN], to go to the office, to go to the office, to go to the office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst xReact [GEN], helpful, satisfied, satisfied,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422
[Name] scanned documents for the analyst xReason [GEN], PersonX gives the documents to PersonX, PersonX asks PersonX to scan the documents, PersonX takes the documents to the analyst,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] scanned documents for the analyst xWant [GEN], to show the analyst the documents, to show the analyst the documents, to get paid for the work,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip AtLocation [GEN], house, the house is clean, PersonX pays the housekeeper,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip CapableOf [GEN], pay the bill, pay the housekeeper, pay the housekeeper,0.412,0.588,0.0,-0.103,0.412,0.588,0.0,-0.103,0.412,0.588,0.0,-0.103
[Name] gave the housekeeper a tip Causes [GEN], the house is clean and tidy, the house is clean and tidy, PersonX is a good person,0.0,0.649,0.351,0.402,0.0,0.649,0.351,0.402,0.0,0.508,0.492,0.44
[Name] gave the housekeeper a tip CausesDesire [GEN], the house is clean, the house is clean, PersonX cleans up the house,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip CreatedBy [GEN], clean the house, the house is clean, PersonX pays the housekeeper,0.0,0.426,0.574,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip DefinedAs [GEN], the house is clean, the house is clean, PersonX pays the housekeeper,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip DesireOf [GEN], the house is clean, the house is clean, PersonX cleans up the house,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip Desires [GEN], to be nice, to be nice, to be nice,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422
[Name] gave the housekeeper a tip HasA [GEN], the house is clean, the house to be clean, PersonX cleans the house,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip HasFirstSubevent [GEN], have a clean house, get a tip back, PersonX thanked the housekeeper,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44
[Name] gave the housekeeper a tip HasLastSubevent [GEN], the house is clean, the house is clean, PersonX pays the housekeeper,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip HasPainCharacter [GEN], the house is clean, the house is clean, PersonX pays the housekeeper,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip HasPainIntensity [GEN], get a tip, get a tip back, PersonX pays the housekeeper,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip HasPrerequisite [GEN], have a clean house, the house is clean, PersonX leaves a tip,0.0,0.426,0.574,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip HasProperty [GEN], good about themselves, good., grateful,0.0,0.408,0.592,0.44,0.0,0.0,1.0,0.44,0.0,0.0,1.0,0.459
[Name] gave the housekeeper a tip HasSubEvent [GEN], pay the bill, pay the bill, PersonX leaves a tip,0.412,0.588,0.0,-0.103,0.412,0.588,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip HasSubevent [GEN], good about themselves, the house is clean, PersonX cleans the house,0.0,0.408,0.592,0.44,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip HinderedBy [GEN], The housekeeper won't give a tip., The housekeeper won't give them a tip., PersonX doesn't know how to tip.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip InheritsFrom [GEN], the house is clean, the house is clean, PersonX cleans up the house,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip InstanceOf [GEN], the house is clean, the house is clean, PersonX cleans up the house,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip IsA [GEN], the house is clean, the house is clean, PersonX cleans up the house,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip LocatedNear [GEN], to pay the housekeeper, to pay the housekeeper, PersonX is tired of cleaning,0.318,0.682,0.0,-0.103,0.318,0.682,0.0,-0.103,0.42,0.58,0.0,-0.44
[Name] gave the housekeeper a tip LocationOfAction [GEN], good about themselves, to be nice, good about themselves,0.0,0.408,0.592,0.44,0.0,0.417,0.583,0.422,0.0,0.408,0.592,0.44
[Name] gave the housekeeper a tip MadeOf [GEN], the house is clean, the housekeeper cleaned the house, PersonX cleans up the house,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip MadeUpOf [GEN], tip jar, tip jar, PersonX pays the housekeeper,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip MotivatedByGoal [GEN], the house is clean, the house is clean, PersonX cleans up the house,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip NotCapableOf [GEN], good about themselves, the house is clean, PersonX pays the housekeeper,0.0,0.408,0.592,0.44,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip NotDesires [GEN], the house is clean, the house is clean, PersonX leaves a tip,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip NotHasA [GEN], the house is clean, the house is clean, PersonX leaves the house cleaner a tip,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.746,0.254,0.178
[Name] gave the housekeeper a tip NotHasProperty [GEN], the house is clean, happy, satisfied,0.0,0.526,0.474,0.402,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.422
[Name] gave the housekeeper a tip NotIsA [GEN], the house is clean, the house is clean, PersonX pays the housekeeper,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip NotMadeOf [GEN], the house is clean, the house to be clean, PersonX pays the housekeeper,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip ObjectUse [GEN], to pay the housekeeper, to make sure the house is clean, to make sure the house is clean,0.318,0.682,0.0,-0.103,0.0,0.5,0.5,0.612,0.0,0.5,0.5,0.612
[Name] gave the housekeeper a tip PartOf [GEN], the house is clean, the house to be clean, PersonX leaves a tip,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip ReceivesAction [GEN], the house is clean, the house to be clean, PersonX pays the housekeeper,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip RelatedTo [GEN], the house is clean, the house to be clean, PersonX pays the housekeeper,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip SymbolOf [GEN], the house is clean, the house to be clean, PersonX pays the housekeeper,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip UsedFor [GEN], pay the housekeeper, the house is clean, PersonX pays the housekeeper,0.412,0.588,0.0,-0.103,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip isAfter [GEN], PersonX cleans up the house, PersonX cleans up the house, PersonX cleans up the house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip isBefore [GEN], the house is clean again, PersonX pays the housekeeper, PersonX thanked the housekeeper,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44
[Name] gave the housekeeper a tip isFilledBy [GEN], a receipt, the house, a receipt,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip oEffect [GEN], gets a tip, receives a tip, PersonY is thanked,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.408,0.592,0.44
[Name] gave the housekeeper a tip oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the housekeeper a tip oWant [GEN], to clean the house, to thank the housekeeper, to thank PersonX,0.0,0.526,0.474,0.402,0.0,0.545,0.455,0.361,0.0,0.444,0.556,0.361
[Name] gave the housekeeper a tip xAttr [GEN], helpful, helpful, generous,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.511
